first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Marilyn,,French,,"Bleeding Heart, The",,,"The Bleeding Heart is a compelling novel about the devastating power of marriage -- and the unexpected power of love. A love story for and about adults, it speaks to the hearts and minds of women and men everywhere.

Dolores and Victor are both successful, both Americans living alone in England. They meet and fall instantly in love, only to discover they agree on nothing. From the start they know they have only one year together. Their affair is sometimes bitter, always passionate, and, in the end, an extraordinary revelation for them both.",1,"Little, Brown Book Group Limited",1988-01-01,342,0349113300,9780349113302,"feminism,romance"
Elizabeth,,Fremantle,,Queen's Gambit,The Tudor Trilogy,1,"Widowed for the second time at age thirty-one Katherine Parr falls deeply for the dashing courtier Thomas Seymour and hopes at last to marry for love. Instead, she attracts the amorous attentions of the ailing, egotistical, and dangerously powerful Henry VIII. No one is in a position to refuse a royal proposal so, haunted by the fates of his previous wives—two executions, two annulments, one death in childbirth—Katherine must wed Henry and rely on her wits and the help of her loyal servant Dot to survive the treacherous pitfalls of life as Henry’s queen. Yet as she treads the razor’s edge of court intrigue, she never quite gives up on love.",1,Penguin,2014-03-13,496,1405909382,9781405909389,"historical fiction,romance"
James,,Frey,,"Million Little Pieces, A",,,"James Frey wakes up on a plane, with no memory of the preceding two weeks. His face is cut and his body is covered with bruises. He has no wallet and no idea of his destination. He has abused alcohol and every drug he can lay his hands on for a decade - and he is aged only twenty-three. What happens next is one of the most powerful and extreme stories ever told. His family takes him to a rehabilitation centre. And James Frey starts his perilous journey back to the world of the drug and alcohol-free living. His lack of self-pity is unflinching and searing. A Million Little Pieces is a dazzling account of a life destroyed and a life reconstructed. It is also the introduction of a bold and talented literary voice.",1,John Murray Pubs Limited,,513,0719561027,9780719561023,"memoir,mental health"
Giles,,Foden,,"Last King of Scotland, The",,,"What would it be like to become Idi Amin's personal physician?

Giles Foden's bestselling thriller is the story of a young Scottish doctor drawn into the heart of the Ugandan dictator's surreal and brutal regime. Privy to Amin's thoughts and ambitions, he is both fascinated and appalled. As Uganda plunges into civil chaos he realises action is imperative - but which way should he jump?",1,,,,0571195644,9780571195640,"adapted to screen,cultural,historical fiction,political fiction,war story"
Ken,,Follett,,Pillars of the Earth,Kingsbridge,1,"The Pillars of the Earth tells the story of Philip, prior of Kingsbridge, a devout and resourceful monk driven to build the greatest Gothic cathedral the world has known . . . of Tom, the mason who becomes his architect - a man divided in his soul . . . of the beautiful, elusive Lady Aliena, haunted by a secret shame . . . and of a struggle between good and evil that will turn church against state, and brother against brother.",1,Pan,,1087,0330450131,9780330450133,"adapted to screen,classics,fantasy,historical fiction"
Mackenzie,,Ford,,"Clouds Beneath The Sun, The",,,"Kenya, 1961. As a small plane carrying Nathalie Nelson lands at a remote airstrip in the Serengeti, Nathalie knows she's run just about as far as she can from home. Trained as an archaeologist, she has fought hard to be included in a team excavating ruins in Kenya, her first opportunity to escape England and the painful memories of her past.

But before she can find her bearings, the dig is surrounded by controversy - and murder. In a country on the brink of crisis, nowhere and no one is safe. As a growing attraction to Jack Deacon, famed explorer, becomes a passionate, reckless affair, Nathalie is faced with a decision that will shape her life for ever . . .",1,Sphere,2009-11-12,544,0751541265,9780751541267,"cultural,romance"
Mina,,Ford,,My Fake Wedding,,,"Katie Simpson has decided to give relationships a miss. It might have something to do with the discovery of her boyfriend Jake on a heated towel rail with the 'Balham Bike'.

You'd think her best mates would understand. But Janice has started schmoozing at funerals in search of the perfect ('recently widowed and loaded') husband; Sam is surrounded by girls with thighs like spaghetti; and George is more concerned with his Australian boyfriend's rapidly expiring visa.

No, Katie's friends are far too busy to get involved in her love life. Until she announces that she's getting married...",1,Headline Review,2003-03-17,416,0755301862,9780755301867,"chick lit,romance"
Richard,,Ford,,"Lay of the Land, The",,,"Frank Bascombe has arrived at a state of optimistic pragmatism that he calls the Permanent Period of life. Frank reflects that now there are fewer opportunities left in life to get things wrong. As Thanksgiving dinner with his children and first wife nears, the Permanent Period proves as full of possibility as life had ever been.",1,Bloomsbury Publishing PLC,2007-06-18,736,0747585997,9780747585992,"domestic fiction,literary fiction"
Isabel,,Fonseca,,Attachment,,,"After more than twenty years together, Jean and Mark revel in a sabbatical on a remote tropical island. Life seems idyllic. Until, that is, Jean opens a salacious love-letter addressed to Mark. Looking for answers she goes undercover with a surreptitious correspondence that propels her on to alarming and illuminating adventures of her own...",1,Penguin Random House,2009-05-07,320,0099513382,9780099513384,literary fiction
E.,M.,Forster,,"Passage to India, A",,,"The story revolves around four characters: Dr. Aziz, his British friend Mr. Cyril Fielding, Mrs. Moore, and Miss Adela Quested. During a trip to the fictitious Marabar Caves (modeled on the Barabar Caves of Bihar), Adela thinks she finds herself alone with Dr. Aziz in one of the caves (when in fact he is in an entirely different cave), and subsequently panics and flees; it is assumed that Dr. Aziz has attempted to assault her. Aziz's trial, and its run-up and aftermath, bring to a boil the common racial tensions and prejudices between Indians and the British who rule India.",1,Penguin,1985-02-28,336,014006527X,9780140065275,"adapted to screen,classics,cultural,historical fiction"
E.,M.,Forster,,Where Angels Fear to Tread,,,"Like his novel A Room with a View, E. M. Forster's Where Angels Fear to Tread focuses on a group of English men and women living and traveling in Italy. A young Englishman journeys to Tuscany to rescue his late brother's wife from what appears to be an unsuitable romance with an Italian of little fortune. In the events surrounding that match and its fateful consequences, Forster weaves an exciting and eventful tale that intriguingly contrasts English and Italian lives and sensibilities.
As in Forster novels, among them Howards End and A Passage to India, Where Angels Fear to Tread reveals the author's deep fascination with all of human experience—sexual, moral, spiritual, imaginative, material. Acutely observant of the ways of the English middle class, he is as critical here of its snobbishness, greed, and cultural insensitivity as he is respectful of its decency and kindness, common sense, and goodwill. This splendid novel reveals the great breadth of his gifts as both storyteller and humanist—attributes that continue to make him one of the twentieth century's most admired novelists.",1,Penguin Books Ltd,1991-06-17,176,0140119175,9780140119176,"adapted to screen,classics,cultural"
Margaret,,Forster,,"Memory Box, The",,,"A mother leaves her baby daughter a mysterious, sealed box before she dies. Years later, when Catherine opens her mother's box - the 'Memory Box' - she finds it full of strange, unexplained objects, carefully wrapped and numbered, like clues to a puzzle. Catherine never knew her mother, but her idealized image as the 'perfect', beautiful and talented woman that the rest of her family remembers, has cast a long shadow over her life. As she tries to solve the mystery of the box of secrets, she is pulled into the past and to her mother's story, which reveals a woman far more complex, surprising and dangerous than the family legend has allowed. And in turn Catherine, fiercely independent and self-absorbed, discovers unexpected truths about herself.",1,Penguin,2000-08-03,288,0140284117,9780140284119,psychological fiction
John,,Fowles,,"French Lieutenant's Woman, The",,,"Set in Lyme Regis in 1867, 'The French Lieutenant's Woman' tells the story of a woman wronged, depicted against an unrelenting Victorian England.",1,Vintage,1996-11-07,400,0099737612,9780099737612,"classics,historical fiction,postmodern literature,romance"
Karen,Joy,Fowler,,"Jane Austen Book Club, The",,,"In California's Sacramento Valley, six people meet once a month to discuss Jane Austen's novels. They are ordinary people, neither happy nor unhappy, but all wounded in different ways, all mixed up about their lives and their relationships. Over the six months they meet marriages are tested, affairs begin, unsuitable arrangements become suitable, and, under the guiding eye of Jane Austen, some of them even fall in love . . . 'We defy you not to fall head over heels for this lovely novel.' Mail on Sunday'Stylish, homely and deeply comforting.' The Times'Dangerously addictive.' Elle'Wonderful.' Independent",1,"Penguin Books, Limited",2005-01-27,304,0141020261,9780141020266,"chick lit,contemporary,humour,romance"
Victoria,,Fox,,Temptation Island,,,"WELCOME TO PARADISE. Only the rich are invited. . . only the strongest survive Fame. Money. Success. Lori wants them, Aurora is being destroyed by them and Stevie's got them at her best friend's expense. These three women are drawn unwittingly to the shores of Temptation Island, all looking for their own truth. But they discover a secret so shocking, there's no turning back. It's wicked, it's sensational. Are you ready to be told? But the glittering waters drown dark secrets. The island promises the one thing money can't buy and the price is devastating.",1,MIRA,2012-06-01,600,1848450672,9781848450677,"chick lit,romance"
Paula,,Fox,,Borrowed Finery,,,"Born in the 1920s to nomadic, bohemian parents, Paula Fox is left at birth in a Manhattan orphanage, then cared for by a poor yet cultivated minister in upstate New York. Her parents, however, soon resurface. Her handsome father is a hard-drinking screenwriter who is, for young Paula, ""part ally, part betrayer."" Her mother is given to icy bursts of temper that punctuate a deep indifference. Never sharing more than a few moments with his daughter, Fox's father allows her to be shuttled from New York City, where she lives with her passive Spanish grandmother, to Cuba, where she roams freely on a relative's sugarcane plantation, to California, where she finds herself cast upon Hollywood's seedy margins. The thread binding these wanderings is the ""borrowed finery"" of the title of this astonishing memoir of one writer's unusual beginnings, which was instantly recognized as a modern classic.",1,HarperCollins Publishers Limited,2003-06-02,272,0007137230,9780007137237,memoir
Frances,,Fyfield,,"Helen West Omnibus: Deep Sleep / Shadow Play / A Clear Conscience, A",,,"DEEP SLEEP. The death of a respected pharmacist's wife is accepted by all expect Helen West, a prosecuting solicitor. Her suspicions dismissed by her partner, Superintendent Geoffrey Bailey. Then an unexploded wartime bomb causes an evacuation and in the dark streets one lone man prepares to murder again.

SHADOW PLAY. Mr Logo is a familiar figure in the courts, frequently accused of indecent assault, but invariably acquitted due to lack of evidence. His latest acquittal isn't the only set-back in Helen West's life: her long-term relationship with Bailey is even more brittle, and she has to deal with the insubordination of her office clerk, which unwittingly sets in motion events which push Mr Logo's dark passion to lethal extremes.

A CLEAR CONSCIENCE. Helen West's personal life is in a mess, and she decides the first move is to tidy up her home, helped by Cath, who is trapped in a miserable marriage. Working by day with domestic violence cases, Helen too easily turns a blind eye to Cath's unhappiness, but then her pprivate and public lives collide as she witnesses the destructive forces of love and guilt, and finds herself applying her own version of justice.",1,Sphere,2002-01-03,672,0751532835,9780751532838,"adapted to screen,crime,legal story,mystery,short stories,thriller"
Mike,,Gayle,,Mr Commitment,,,"Duffy is engaged. He accepted Mel's proposal. But the trips to IKEA, dinner parties for couples and talk of babies are giving him itchy feet and now he's not sure if he can say goodbye to his extended adolescence and face up to that final walk down the aisle.

How does he know if she's The One? Can he cope with responsibility? Does he have what it takes to become Mr Commitment? Because if he doesn't, he may just find that he's lost Mel - forever...",1,,,322,0340718269,9780340718261,"humour,lad lit"
Mike,,Gayle,,My Legendary Girlfriend,,,"Meet Will Kelly. English teacher. Film Fan. Pot Noodle expert. Ex-boyfriend.

Still in love with The One, Will is desperate to discover if there can be An-Other One. In his decrepit flat where he can't even manage to cook spaghetti hoops without setting of the communal smoke alarm, his lifeline is the telephone. Will realises that with a single call, friends can either lift him from the depths of despair or completely shatter his hopes.

There's Alice (who remembers his birthday), Simon (who doesn't), Kate (the previous tenant of his rented hovel). And of course his ex, Aggi. The inimitable Aggi. His legendary Girlfriend.

Or is She?",1,Flame,1999-02-04,368,0340718161,9780340718162,"humour,lad lit"
Iain,,Gale,,Man of Honour,Jack Steel,1,"The first in a stunning new historical adventure series, perfect for all fans of Sharpe.

Upper Bavaria, 1704. The British army, triumphant, fresh from victory, stands proudly to attention, ready to fight for honour and glory. Their enemy is Louis XIV of France, a megalomaniac intent on possessing all Europe.

Among this proud group of men stands Lieutenant Jack Steel, admired by his men, the finest infantry in Queen Anne's army. Much praised for his courage, his strength, and his loyalty, Steel has come to the attention of his Commander in Chief, the Duke of Marlborough.

Tasked with rescuing a letter whose controversial contents could destroy Marlborough, Steel leads his men through the battle of Blenheim, risking death and destruction in the fight for another man's honour. And along the way he is constantly threatened from within by the mellifluous Major Jennings, intent on destroying Steel and all he stands for.

The first in a stunning new series featuring Jack Steel, Man of Honour is historical adventure perfect for all fans of Bernard Cornwell's Sharpe.",1,Harper,2008-04-01,368,0007201079,9780007201075,"adventure,historical fiction,war story"
Antonella,,Gambotto,,"Pure Weight Of The Heart, The",,,"An ambitous first novel set in Britain, America and Australia, about life in the fast lane by an outstanding new Australian woman novelist. This is an intense , an exhibitionist expose of late 20th century decadence viewed through the eyes of a damaged heroine. It has an International background with the action taking place in the heightened world of big deals, shady money, extravagant living and sexual excess familiar to readers of Tom Wolfe and Jay Mcinerney. After her wealthy father dies, 10 year old Angelica is all but abandoned by her mother who remarries. Lonely and disillusioned, she grows up to drift from 1 unhappy relationship to another.Eventually, in the midst of the corrupt social milleu that she both despises and desires, she finds love and puts to rest the ghosts of her beloved father and unhappy childhood. Gambotto's strength lies in her sharp eye for satire - be it within the Londonliterary set or the world of well heeled Sydney matrons - her merciless pillorying of weak or foolish characters, her ear for the absurdities of social dialogue. It's an extremely strong and ambitious debut from a new chronicler of our age.",1,Phoenix,1999-02-04,356,0753806762,9780753806760,erotica
Anna,,Gavalda,Alison Anderson (Translator),Consolation,,,"""An international bestseller and French publishing sensation Consolation is a dazzling, heartbreaking tale of one man, two remarkable women and an unforgettable transvestite. Charles Balanda is forty-seven; a successful architect, he is constantly on the move. But from the moment he hears about the death of the woman he once loved Anouk, the tragically big-hearted mother of a childhood friend his life begins to unravel until, one day, he finds himself on a Paris pavement covered in blood. But fate brings him one final chance to be happy in Kate, an enchanting young woman, herself damaged but fearless and in love with life. The resulting story is a triumphant, spellbinding and ultimately consoling novel about the power of a second chance.""",1,Penguin Random House,2011-01-06,480,0099531925,9780099531920,"contemporary,romance"
Lisa,,Gardner,,"Survivors Club, The",,,"THE SURVIVORS CLUB
 
. . . that’s what Jillian Hayes, Carol Rosen, and Meg Pesaturo call it. They won’t consider themselves victims. They are survivors. They helped lead the investigation that caught the man who changed their lives forever. Now they are the prime suspects in his murder.
 
Could three ordinary women have been driven to do the unthinkable? Detective Sergeant Roan Griffin knows all too well what can drive even the best people to cross the line. Has someone in the Survivors Club become a killer? And if so, can he blame her, let alone bring her to justice?",1,Orion,2007-12-01,464,0752849638,9780752849638,"adapted to screen,crime,mystery,suspense,thriller"
Alex,,Garland,,"Tesseract, The",,,"Set over three hours during one night in Manila, this novel intertwines three stories: the shady dealings of gangsters, the tautly and emotionally drawn tale of a Phillipino family and the violent lives of a gang of street kids, until their different lives collide in a shattering finale.",1,Penguin,1999-08-26,352,0140258426,9780140258424,"contemporary,crime,mystery,suspense,thriller"
Elizabeth,,George,,For the Sake of Elena,Inspector Lynley,5,"Elena shocked anyone meeting her for the first time. In her skimpy dresses and bright jewellery, she exuded intelligence and sexuality, challenging all preconceptions. Until one morning, while out jogging, she is bludgeoned to death. Detectives Thomas Lynley and Barbara Havers investigate.",1,Hodder & Stoughton,2012-06-07,496,144476103X,9781444761030,"crime,mystery,police procedural,suspense,thriller"
Elizabeth,,George,,Careless in Red,Inspector Lynley,15,"It is barely three months since the murder of his wife and Thomas Lynley takes to the South-West Coast Path in Cornwall, determined to walk its length in an attempt to distract himself from his loss. On the forty-third day of this walk, he sees a cliff climber fall to his death, apparently witnessed by a surfer in a nearby cove. Shortly afterwards, Lynley encounters a young woman from Bristol whose personal history is a blank before her thirteenth year. These events propel him into a case that brings Barbara Havers from London and thrusts both detectives into a world where revenge is only one of the motives they must sift through to identify a killer.",1,Hodder Paperbacks,2009-02-19,576,0340978368,9780340978368,"crime,mystery,police procedural,thriller"
Sylvie,,Germain,,Night of Amber,,,"After a childhood of loneliness and anger, Charles-Victor Peniel eventually finds himself in Paris during the riots of May 1968, and becomes involved with dangerous companions who lead him into a murderous situation.",1,Dedalus Books Limited,1995-10-27,336,187398295X,9781873982952,psychological fiction
Nicci,,Gerrard,Nicci French,Things We Knew Were True,,,"Edie loves Ricky but her parents don't approve. At sixteen she thinks she's old enough to make her own choices, be her own person. Old enough to know what she wants from life. But when tragedy turns Edie's world upside down, she's thrown out of the comforting embrace of childhood once and for all. Twenty years later, with a young family of her own, Edie is called back home. And now she's full of questions- What happened to the people who still haunt her dreams? How long can family secrets remain hidden? And what became of the things that, at sixteen, Edie knew were true?",1,"Penguin Books, Limited",2004-04-01,320,0141012471,9780141012476,domestic fiction
Tess,,Gerritsen,,Vanish,Rizzoli & Isles,5,"A blessed event becomes a nightmare for pregnant homicide detective Jane Rizzoli when she finds herself on the wrong side of a hostage crisis in this timely and relentless new thriller from the New York Times bestselling author of Body Double. A nameless, beautiful woman appears to be just another corpse in the morgue. An apparent suicide, she lies on a gurney, awaiting the dissecting scalpel of medical examiner Maura Isles. But when Maura unzips the body bag and looks down at the body, she gets the fright of her life. The corpse opens its eyes. Very much alive, the woman is rushed to the hospital, where with shockingly cool precision, she murders a security guard and seizes hostages . . . one of them a pregnant patient, Jane Rizzoli. Who is this violent, desperate soul, and what does she want? As the tense hours tick by, Maura joins forces with Jane's husband, FBI agent Gabriel Dean, to track down the mysterious killer's identity. When federal agents suddenly appear on the scene, Maura and Gabriel realize that they are dealing with a case that goes far deeper than just an ordinary hostage crisis. Only Jane, trapped with the armed madwoman, holds the key to the mystery. And only she can solve it-if she survives the night.",1,Bantam,2007-01-15,448,0553816837,9780553816839,"crime,mystery,police procedural,suspense,thriller"
Amitav,,Ghosh,,"Hungry Tide, The",,,"The Hungry Tide is a rich, exotic saga set in Calcutta and in the vast archipelago of islands in the Bay of Bengal. An Indian myth says that when the river Ganges first descended from the heavens, the force of the cascade was so great that the earth would have been destroyed if it had not been for the god Shiva, who tamed the torrent by catching it in his dreadlocks. It is only when the Ganges approaches the Bay of Bengal that it frees itself and separates into thousands of wandering strands. The result is the Sundarbans, an immense stretch of mangrove forest, a half-drowned land where the waters of the Himalayas merge with the incoming tides of the sea. It is this vast archipelago of islands that provides the setting for Amitav Ghosh's new novel. In the Sundarbans the tides reach more than 100 miles inland and every day thousands of hectares of forest disappear only to re-emerge hours later. Dense as the mangrove forests are, from a human point of view it is only a little less barren than a desert. There is a terrible, vengeful beauty here, a place teeming with crocodiles, snakes, sharks and man-eating tigers. This is the only place on earth where man is more often prey than predator. And it is into this terrain that an eccentric, wealthy Scotsman named Daniel Hamilton tried to create a utopian society, of all races and religions, and conquer the might of the Sundarbans. In January 2001, a small ship arrives to conduct an ecological survey of this vast but little-known environment, and the scientists on board begin to trace the journeys of the descendants of this society.",1,HarperCollins,2005-05-03,400,0007141785,9780007141784,"contemporary,cultural,literary fiction"
Amitav,,Ghosh,,"Glass Palace, The",,,"Rajkumar is only another boy, helping on a market stall in the dusty square outside the royal palace, when the British force the Burmese king, queen and all the court into exile. He is rescued by the far-seeing Chinese merchant, and with him builds up a logging business in upper Burma. But haunted by his vision of the royal family, he journeys to the obscure town in India where they have been exiled.

The picture of the tension between the Burmese, the Indian and the British, is excellent. Among the great range of characters are one of the court ladies, Miss Dolly, whom he marries; and the redoubtable Jonakin, part of the British-educated Indian colony, who with her husband has been put in charge of the Burmese exiled court.

The story follows the fortunes - rubber estates in Malaya, businesses in Singapore, estates in Burma - which Rajkumar, with his Chinese, British and Burmese relations, friends and associates, builds up - from 1870 through World War II to the scattering of the extended family to New York and Thailand, London and Hong Kong in the post-war years.",1,Flamingo,2002-02-04,560,000651409X,9780006514091,"cultural,historical fiction,saga"
Susie,,Gilmour,,Love Stuck,,,"Are you Love Stuck? Meet Jess, the epitome of the failed Cosmo woman:

1. She is going out with James, a sexy fund manager. Does he make her feel: a) Special, loved and happy? b) Paranoid, insecure and miserable?

2. She moves into a flat and meets Sam, a funny safari tour organiser. Is he: a) single and after her? b) enigmatic and having a weird thing with Petra?

3. Something unexpected happens and she has to decide between them. Does she pick a) Sam? b) James? c) Neither?

You choose.",1,Hodder & Stoughton,2001-05-03,352,0340793562,9780340793565,"chick lit,romance"
Elizabeth,,Gilbert,,Committed: A Love Story,,,"This contemplation of marriage debunks myths, unthreads fears and suggests that sometimes even the most romantic of souls must trade in their amorous fantasies for the humbling responsibilities of adulthood.",1,Bloomsbury Paperbacks,,320,1408809451,9781408809457,memoir
Fiona,,Gibson,,Babyface,,,"When Nina met Jonathan through the personals, she thought he seemed nice enough. Little did she know that her quest for companionship would lead to an unplanned pregnancy, a new living situation, a fork in her career path and gossipy new-mommy groups.

Trapped in their London home with diapers and homemade baby food (made by Jonathan, of course), Nina craves a little glamour, the odd afternoon out and—dare she think it?—maybe even a sexy dress. When her fashion editor friend needs a baby for a photo shoot, little Ben’s career as a model is launched, and Nina has a nice excuse to get out more. She intends to tell Jonathan—really she does—about their son’s star turn, but the time is never right, and they’ve been getting on so well. Of course, it’s only a matter of time until her secret is exposed.",1,Hodder Paperbacks,2004-06-07,320,0340829052,9780340829059,chick lit
Maggie,,Gibson,,Alice Little and the Big Girl's Blouse,,,"The ""big girl's blouse"" is Alice's best friend, Conor, who offers her a job in the Samovar cafe when her vindictive boss sacks her. But Conor's boyfriend, Hector, is being pursued by Immigration—and Alice finds herself agreeing to marry him in exchange for a cut in the cafe. Inevitably the success of the Samovar attracts the attention of local gangster Jesse James and his bodyguard/hitman Joxer Boxer. The situation goes from bad to worse due to some double-dealing by Hector, and Alice has to fight to hold everything—including Conor—together. All Alice has to fall back on is a bit of native wit and a little help from her friend and neighbor Madame Maxine, Dominatrix.",1,"Orion Publishing Group, Limited",2000-03-30,256,0575067888,9780575067882,"children's,humour"
Camilla,,Gibb,,Mouthing the Words,,,"Thelma is six years old. Life at home is unsettling and disturbing; her father's games are not enjoyable and her mother dotes on Willy, the favoured child. When her parents move to Canada, Thelma smuggles her imaginary friends with her in her suitcase.

By turns harrowing and wonderfully funny, Mouthing the Words tells Thelma's story of sexual abuse, anorexia, borderline multiple personality disorder and her return to England. Reminiscent of Jeanette Winterson and Sylvia Plath, Mouthing the Words is a remarkable and inspiring fiction debut.",1,Random House,2002-02-07,256,0099286580,9780099286585,"bildungsroman,mental health,psychological fiction"
Lesley,,Glaister,,Sheer Blue Bliss,,,"Did Patrick Mount, philosopher and visionary, discover the secret of sheer bliss? And why did he disappear? If Connie Benson, his former lover, knows the secret, she's not telling. A reclusive artist, she has kept her final portrait of Mount under wraps for over thirty years. Finally, she has decided to unveil it at a London exhibition. But stepping out of seclusion brings her into the orbit of one of Mount's most terrifying deciples. As events veer out of control, Connie finds herself fighting for her life...",1,Bloomsbury Publishing Plc,2003-09-01,288,0747544204,9780747544203,"crime,mystery,psychological fiction,suspense"
Matthew,,Glass,,Ultimatum,,,"Joe Benton has been elected the 48th President of the US. Days later, Benton learns from his predecessor that previous estimates regarding the effect of global warming on rising sea levels have been grossly underestimated. With the world terrifyingly close to catastrophe, Benton must save the US from environmental devastation.",1,"Atlantic Books, Limited",2010-01-01,448,1848871961,9781848871960,"political fiction,suspense,thriller"
Jane,,Green,,Spellbound,,,"Alice has everything. So why isn't she happy? After all, she has a handsome husband, a gorgeous home and membership of London's most exclusive clubs. Okay, Joe can't keep his hands to himself - but she got what she wanted, didn't she? When Joe's indiscretions force a transfer to New York, Alice hopes it'll be a fresh start. And when they find a beautiful old house in Connecticut she is overjoyed. For a while Alice and Joe are as happy as newlyweds. But then the late nights and unexplained absences start. Alice is desperate to give her marriage a fairy tale ending. What should she do? Stay and fight for Joe? Or try to break the spell he's cast over her?",1,Penguin,2003-12-04,448,0140295941,9780140295948,"chick lit,romance"
Robert,,Goddard,,Name To A Face,,,"When Tim Harding agrees to do a friend a favour by bidding for an antique ring at an auction on his behalf, he is unaware of the secrets tied up with it - secrets that date back three hundred years.

But the ring is stolen before it can be sold, and a shocking murder follows. Harding is quickly thrown into a web of conspiracies surrounding the ring's origins. As he draws closer to the heart of the mystery, he comes across a young woman he is certain he recognizes, even though they have never met.

But as he goes in search of her identity, his life begins to fall apart. Somewhere, a perilous truth awaits him, coupled with a terrible realization: those who uncover that truth cannot be allowed to live...",1,Corgi,2008-07-28,480,0552152129,9780552152129,"mystery,suspense,thriller"
Robert,,Goddard,,Sea Change,,,"January, 1721. London is reeling from the effects of the greatest financial scandal of the age - the collapse of the South Sea Bubble. William Spandrel, a penniless mapmaker, is offered a discharge of his debts by Sir Theodore Janssen, a director of the South Sea Company, on one condition: he must secretly convey an important package to Amsterdam.

The package safely delivered, Spandrel barely survives an attempt on his life, only to discover the recipient has been murdered, and Spandrel is the prime suspect. Spandrel quickly realises that he has become a pawn in several people's games - British Government agents, and others, are on his trail, believing that the mysterious package contains secrets that could spark a revolution in England.

Spandrel's only chance of survival is to recover the package and place its contents in the right hands. But what are the contents and whose exactly are the right hands?",1,Corgi,2001-12-03,480,0552146021,9780552146029,"historical mystery,suspense,thriller"
Olivia,,Goldsmith,,Bestseller,,,"From the inimitable Olivia Goldsmith, an outrageous comedy of manners and morals, set in the cut-throat world of international publishing.

It's autumn in New York, and in the anything but gentlemanly world of books, the knives are out as the new season's list is launched. Stars and wannabes, hustlers and has-beens all scramble for the prizes, the profits and the prestige – not least at big-time publishing house Davis & Dash where success depends on a handful of authors:

Behind the books and the writers, and the people who make and break them, is a world of passion, politics and intrigue. Who will survive in the race to the top?",1,"HarperCollins, London",1997-05-12,688,0006496733,9780006496731,"humour,romance"
Olivia,,Goldsmith,,Fashionably Late,,,"Karen Kahn is one of those women others envy: she's happily married, with a nice bank balance and heading her own fashion company. Now, at 40, she's on the verge of another career breakthrough and ready to take the plunge: Karen wants a baby. But she's lost the race against her biological clock.",1,HarperCollins Publishers Limited,1995-06-01,512,0006479723,9780006479727,"chick lit,psychological fiction,romance"
Rosie,,Goodwin,,"Empty Cradle, The",,,"When a young woman faces unimaginable heartache, she vows to make a difference...

A moving saga of anguish, hope and never-ceasing fortitude, The Empty Cradle is a spell-binding and unforgettable tale from bestselling author of No One's Girl, Mothering Sunday and The Little Angel, Rosie Goodwin. Perfect for fans of Nadine Dorries and Dilly Court.

'Goodwin uses her deft touch, natural warmth and superb storytelling skills in a spellbinding story of love, loss and redemption' - Lancashire Evening Post

To the outside world, Charlotte is the privileged daughter of the local vicar. Behind closed doors, however, she is the prisoner of her controlling father. As she grows up, Charlotte longs for freedom, but her captivating innocence leads her into trouble. Sent to Ireland to hide a shameful pregnancy, she discovers that once again her father has deceived her. She is forced into a convent's harsh and humiliating regime, where she must eventually give up the one thing that makes her life worthwhile. When Charlotte returns to England, older than her years, she chooses to forget the past. Becoming a London midwife, she longs only to help other women at this hardest and most joyful moment in their lives. But her deep compassion, and desire to prevent anyone else suffering the same horror she did, leads her into a darker and more dangerous place.",1,Headline Publishing Group,2013-06-06,,1472220730,9781472220738,"historical fiction,saga"
Judith,,Gould,,Best Is yet to Come,,,"Carolina Mountcastle has the perfect life: a husband who loves her even though he travels frequently to Amsterdam, a great son, and a growing party-decorating business. Caroline's work is attracting the attention of New York's elite thanks to loyal customer Seth Foster, but along with success comes the envy of society member Payton Fitzsimmons, who wants to open her own decorator shop. Just when the spoiled heiress enacts a plan to sabotage her competitor's efforts, fate brings Carolina even more grief. After her husband suffers a fatal heart attack in Amsterdam, Carolina learns not only that he had an affair but also that he has a three-year-old daughter. The betrayal is a devastating blow, even though Carolina can now see the cracks that had developed in her marriage, and her perseverance is tested time and again as coworkers and friends desert her. Seth is the one constant. He's always been attracted to Carolina and she to him, but is she willing to trust again?",1,"Little, Brown Book Group Limited",2003-10-13,448,0751531286,9780751531282,romance
Sue,,Grafton,,U is for Undertow,,,"In 1960s Santa Teresa, California, a child is kidnapped and never returned. When the case is reopened after 20 years, Michael Sutton contacts private detective Kinsey Millhone for help. He claims to have recalled a strange and disturbing memory which just might provide the key to the mystery.",1,Pan,2010-08-06,320,0330458035,9780330458030,"crime,mystery,thriller"
Eliza,,Graham,,Jubilee,,,"A lost child. A community shattered. A family torn apart. It's the Queen's Golden Jubilee, and Rachel and her aunt Evie are celebrating with the crowds on the village green. The scene is tranquil, but Rachel and her aunt can never forget what happened exactly twenty-five years ago. On that day, Evie s young daughter Jessamy vanished. She hasn t been seen since. Soon after, news comes of Evie's sudden death, and Rachel must return to the village to deal with her aunt's estate. The extraordinary story she uncovers there will change everything. It is a story of departure and return, of atrocity and betrayal, of unrequited love and the dreadful legacy of war.",1,Pan,2010-06-04,304,0330509268,9780330509268,family drama
